1.000000000000000000e+00,6.180593296165426409e-01,-5.518457764769207907e-01,-3.797028608638133296e-01,2.202800978947340449e-01,1.942631725439188106e-01,-7.093178671750687281e-01,-4.271390488985075673e-01,-2.815052478716320583e-01,4.252962218969276731e-01,4.784321715487536708e-01,4.392793432802262199e-01,-4.820453326245517367e-01
6.180593296165260986e-01,1.000000000000000000e+00,-7.374042883262678094e-01,-6.595664503970755099e-01,7.436500910371349193e-02,2.503153755066777064e-01,-8.570926947453757494e-01,-3.674639682397652374e-01,-4.234625351915560221e-01,6.048253527219517034e-01,3.658079763712709931e-01,6.966132184072805211e-01,-6.755276324561698686e-01
-5.518457764769035823e-01,-7.374042883262401649e-01,1.000000000000000000e+00,4.803013336533575317e-01,-2.268518398199608280e-02,-7.575583836251755798e-01,7.435927008767270197e-01,6.911056351817398413e-01,7.383878511718410254e-01,-7.865357315284688955e-01,-6.493689315652958483e-01,-8.805796933460326992e-01,8.293555693283319874e-01
-3.797028608637531555e-01,-6.595664503970515291e-01,4.803013336533486499e-01,1.000000000000000222e+00,-1.219308332795402128e-01,-1.607325993767203531e-01,5.440491946008290114e-01,2.226176092788982874e-01,5.393075398719617830e-01,-7.069726840863095330e-01,2.558264047514827860e-02,-6.900334901742697369e-01,6.056728503338921765e-01
2.202800978947488664e-01,7.436500910373261553e-02,-2.268518398202118772e-02,-1.219308332795581984e-01,1.000000000000000000e+00,-1.621505208677200549e-01,-2.857481993818494215e-01,-1.403514714424614063e-01,1.248268931340232452e-01,-1.329324868236468962e-02,2.126503808385387384e-01,-1.717676829344084305e-02,1.980937693891336379e-02
1.942631725438751233e-01,2.503153755066259700e-01,-7.575583836251381653e-01,-1.607325993767056149e-01,-1.621505208677419541e-01,1.000000000000000000e+00,-2.977635821221466528e-01,-7.816357348693357965e-01,-8.687173987752380144e-01,7.597769244561728419e-01,6.650267896459847172e-01,7.124525028217955080e-01,-7.925954361888154498e-01
-7.093178671750578479e-01,-8.570926947453754163e-01,7.435927008767569957e-01,5.440491946008553237e-01,-2.857481993818289934e-01,-2.977635821222053281e-01,9.999999999999997780e-01,5.888420413398045561e-01,4.300607209650266216e-01,-6.096739812418481286e-01,-6.130931954905064485e-01,-6.588737988748248897e-01,6.593424555816357335e-01
-4.271390488984512235e-01,-3.674639682397290996e-01,6.911056351817237431e-01,2.226176092789009242e-01,-1.403514714424375642e-01,-7.816357348693568907e-01,5.888420413397622566e-01,1.000000000000000222e+00,7.837907475298865334e-01,-7.931103210497071343e-01,-8.796149219428861521e-01,-6.780317994428363138e-01,8.337140971940613099e-01
-2.815052478715791007e-01,-4.234625351915023428e-01,7.383878511718010573e-01,5.393075398719506808e-01,1.248268931340469484e-01,-8.687173987752334625e-01,4.300607209649652818e-01,7.837907475298602211e-01,1.000000000000000000e+00,-9.527767330225715980e-01,-5.185633952557507920e-01,-8.514086589918626879e-01,9.216816874225591816e-01
4.252962218968870389e-01,6.048253527219016323e-01,-7.865357315284444706e-01,-7.069726840863027606e-01,-1.329324868239322062e-02,7.597769244561879409e-01,-6.096739812417913962e-01,-7.931103210496946998e-01,-9.527767330225875853e-01,9.999999999999998890e-01,5.363292149969625111e-01,9.112556415466115389e-01,-9.710076339618488594e-01
4.784321715487247495e-01,3.658079763712604460e-01,-6.493689315653029537e-01,2.558264047513034156e-02,2.126503808385220851e-01,6.650267896460184680e-01,-6.130931954904910164e-01,-8.796149219429072463e-01,-5.185633952557932025e-01,5.363292149969961509e-01,1.000000000000000000e+00,4.869200437393238490e-01,-6.604755748290062067e-01
4.392793432802005738e-01,6.966132184072419964e-01,-8.805796933460160458e-01,-6.900334901742699589e-01,-1.717676829346484815e-02,7.124525028218140488e-01,-6.588737988747829233e-01,-6.780317994428342043e-01,-8.514086589918844483e-01,9.112556415466209758e-01,4.869200437393013670e-01,1.000000000000000000e+00,-8.954674027923300583e-01
-4.820453326244923398e-01,-6.755276324561294565e-01,8.293555693283136687e-01,6.056728503338932867e-01,1.980937693894128590e-02,-7.925954361888356559e-01,6.593424555815874388e-01,8.337140971940575351e-01,9.216816874225834955e-01,-9.710076339618591845e-01,-6.604755748289791173e-01,-8.954674027923296142e-01,1.000000000000000222e+00
